video_id,frame_id,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility,left_heel_x,left_heel_y,left_heel_z,left_heel_visibility,right_heel_x,right_heel_y,right_heel_z,right_heel_visibility
Ollie29,1,0.49703893065452576,0.02041143923997879,0.009616993367671967,0.9825113415718079,0.4665071964263916,0.027529679238796234,-0.00990538764744997,0.9915422797203064,0.50319904088974,0.2267848551273346,0.0398402102291584,0.6387605667114258,0.4116952419281006,0.2586238384246826,-0.028664881363511086,0.6846927404403687,0.5524174571037292,0.4681648015975952,0.20222905278205872,0.7553384304046631,0.4083011746406555,0.4927142858505249,0.1317795068025589,0.7589234709739685,0.5083948969841003,0.47705042362213135,0.2180025279521942,0.647809624671936,0.41453129053115845,0.5114946365356445,0.15018993616104126,0.6214246153831482
Ollie29,2,0.49784278869628906,0.013856618665158749,0.0004186001024208963,0.98033607006073,0.5062252879142761,0.0070802089758217335,-0.0007965101976878941,0.988813579082489,0.5092666149139404,0.21530744433403015,-0.04359230026602745,0.5806817412376404,0.46084409952163696,0.23577190935611725,-0.042148955166339874,0.6200292706489563,0.5602548122406006,0.4661298990249634,-0.04170597344636917,0.6898583173751831,0.40175360441207886,0.4930773377418518,-0.015476691536605358,0.693672776222229,0.5428463220596313,0.48249801993370056,-0.03859654814004898,0.5962111949920654,0.4105064272880554,0.5141395926475525,-0.0075003826059401035,0.572074294090271
Ollie29,3,0.5183641314506531,-0.024481570348143578,0.010629628784954548,0.9648908376693726,0.5045067667961121,-0.032780785113573074,-0.010927380993962288,0.9751638770103455,0.5168880820274353,0.17992328107357025,0.02169787511229515,0.525459885597229,0.41721099615097046,0.20274357497692108,-0.04138796031475067,0.5595505833625793,0.5639550089836121,0.39573362469673157,0.1517210304737091,0.6319016814231873,0.3711767792701721,0.4575667679309845,0.1302146017551422,0.6352007985115051,0.5513699054718018,0.4236167073249817,0.16520804166793823,0.548572838306427,0.37215733528137207,0.4797200560569763,0.15176530182361603,0.5238999724388123
Ollie29,4,0.5170632004737854,-0.07951925694942474,0.019064905121922493,0.9614517688751221,0.53044193983078,-0.08068645000457764,-0.019321907311677933,0.9689152240753174,0.4720432758331299,0.13166341185569763,-0.013310730457305908,0.5690470337867737,0.4020390510559082,0.13906876742839813,-0.08333876729011536,0.5734950304031372,0.5603919625282288,0.353963702917099,-0.010397638194262981,0.6663020253181458,0.35625770688056946,0.392262727022171,-0.008551379665732384,0.6640193462371826,0.546629011631012,0.3678538501262665,-0.007101444061845541,0.5892797112464905,0.35400378704071045,0.3836521506309509,0.003484705463051796,0.5586872696876526
Ollie29,5,0.5259512066841125,-0.11505873501300812,-0.008422331884503365,0.9106311202049255,0.5410544276237488,-0.1179448813199997,0.008023045025765896,0.9246633052825928,0.4282757639884949,0.08182447403669357,-0.11330871284008026,0.5134319067001343,0.42959731817245483,0.116203673183918,-0.07483957707881927,0.5166033506393433,0.34927231073379517,0.37250053882598877,-0.21941812336444855,0.6034802794456482,0.3458571135997772,0.3765844404697418,-0.12582093477249146,0.6014305949211121,0.3446466028690338,0.36339178681373596,-0.23327688872814178,0.5360834002494812,0.34510838985443115,0.3630968928337097,-0.13280196487903595,0.5091021656990051
Ollie29,6,0.5117834806442261,-0.15165741741657257,0.021243788301944733,0.8514471054077148,0.5286413431167603,-0.14737941324710846,-0.021768946200609207,0.8722502589225769,0.4176027774810791,0.09050802141427994,0.0731593519449234,0.46293237805366516,0.41235071420669556,0.10868456959724426,-0.05072242021560669,0.4660331606864929,0.3538613021373749,0.3832103908061981,0.005286769010126591,0.5579065084457397,0.33991092443466187,0.40577977895736694,-0.00931344460695982,0.5570716857910156,0.3553124964237213,0.39381858706474304,-0.05980440974235535,0.49424445629119873,0.34818220138549805,0.41256189346313477,-0.0025415457785129547,0.47161394357681274
Ollie29,7,0.4844670295715332,-0.1494535505771637,0.026600301265716553,0.7979731559753418,0.491039514541626,-0.15431395173072815,-0.027022788301110268,0.823483407497406,0.4013780653476715,0.09447881579399109,0.14241759479045868,0.41781556606292725,0.41107016801834106,0.135463684797287,0.008996652439236641,0.4207098186016083,0.4043234884738922,0.31590548157691956,0.29293957352638245,0.5239943861961365,0.344352126121521,0.39180681109428406,0.11768321692943573,0.5322032570838928,0.39295893907546997,0.3276918828487396,0.3011090159416199,0.46117374300956726,0.3506370484828949,0.4149056077003479,0.1267050802707672,0.4484894275665283
Ollie29,8,0.4568861126899719,-0.14801126718521118,0.02471703104674816,0.7333984375,0.4842001795768738,-0.1519792526960373,-0.02520919404923916,0.7675061225891113,0.392721951007843,0.06858023256063461,0.11211730539798737,0.37638142704963684,0.46808138489723206,0.11111096292734146,0.08043275028467178,0.378884494304657,0.3549942374229431,0.3289288580417633,0.21746289730072021,0.4733555316925049,0.47092753648757935,0.1437944918870926,0.36237627267837524,0.47944754362106323,0.35611122846603394,0.34149086475372314,0.22665166854858398,0.41762199997901917,0.4651011526584625,0.13584153354167938,0.39512497186660767,0.40433940291404724
Ollie29,9,0.41175708174705505,-0.19962134957313538,-0.011277645826339722,0.6873987317085266,0.4415071904659271,-0.19571509957313538,0.010632110759615898,0.7204663753509521,0.4168427884578705,-0.07269760966300964,0.08502419292926788,0.35901156067848206,0.45592814683914185,-0.018325388431549072,0.23095889389514923,0.3420744836330414,0.4107581675052643,0.030498389154672623,0.1911235898733139,0.4380468726158142,0.5188950300216675,-0.057850632816553116,0.42705416679382324,0.4336203336715698,0.39840489625930786,0.02144707180559635,0.18551336228847504,0.3990211486816406,0.5287731289863586,-0.08867949992418289,0.444348007440567,0.3691323697566986
Ollie29,10,0.46614599227905273,-0.1890396922826767,0.033212266862392426,0.660200297832489,0.45541176199913025,-0.20528478920459747,-0.03380353003740311,0.6885387301445007,0.47251400351524353,-0.14180468022823334,0.17161144316196442,0.3233364522457123,0.4426165223121643,-0.12243552505970001,0.04040350019931793,0.30810922384262085,0.48931512236595154,-0.08635628968477249,0.2851187586784363,0.39590004086494446,0.4709857106208801,-0.15569062530994415,0.3009300231933594,0.39115041494369507,0.4881071150302887,-0.10021177679300308,0.29194375872612,0.3623117506504059,0.48892855644226074,-0.17640171945095062,0.30594515800476074,0.333316445350647
