video_id,frame_id,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility,left_heel_x,left_heel_y,left_heel_z,left_heel_visibility,right_heel_x,right_heel_y,right_heel_z,right_heel_visibility
Kickflip89,3,0.4780804514884949,0.48088181018829346,0.04074402153491974,0.9999738931655884,0.5047113299369812,0.4895547926425934,-0.040866829454898834,0.9999839663505554,0.47184762358665466,0.5034372210502625,0.13431832194328308,0.6100616455078125,0.5441210865974426,0.5060465931892395,0.06930770725011826,0.9170066714286804,0.45548510551452637,0.5321941375732422,0.22041866183280945,0.8893222212791443,0.5274421572685242,0.5446539521217346,0.19338096678256989,0.9666844010353088,0.44776883721351624,0.5378374457359314,0.22949402034282684,0.8093772530555725,0.525787889957428,0.5557176470756531,0.20734813809394836,0.8254334926605225
Kickflip89,4,0.48663902282714844,0.4732764661312103,0.040569812059402466,0.999974250793457,0.5062029361724854,0.4865393042564392,-0.04070083796977997,0.9999846816062927,0.5122356414794922,0.5110807418823242,0.07191571593284607,0.557901918888092,0.5208605527877808,0.5080254077911377,-0.011809179559350014,0.8809198141098022,0.48137298226356506,0.5358534455299377,0.09545101225376129,0.83815598487854,0.4828755855560303,0.5460405945777893,0.02301730588078499,0.9276024103164673,0.4748219847679138,0.5394357442855835,0.09728027880191803,0.8143272399902344,0.47455286979675293,0.5538880825042725,0.0267474465072155,0.823002278804779
Kickflip89,5,0.4959569573402405,0.47890332341194153,0.040622495114803314,0.9999759793281555,0.4953598380088806,0.48683682084083557,-0.04074092581868172,0.9999856352806091,0.5460604429244995,0.5070470571517944,0.04129725322127342,0.5323843359947205,0.4633658826351166,0.5188424587249756,-0.021763447672128677,0.8896990418434143,0.5227518081665039,0.5447884798049927,0.07592593133449554,0.8131610751152039,0.4557560980319977,0.5424912571907043,0.10542181879281998,0.8848013281822205,0.5146480202674866,0.5529693365097046,0.07774288952350616,0.8067803382873535,0.45293107628822327,0.5464665293693542,0.118458092212677,0.7786415219306946
Kickflip89,6,0.49334898591041565,0.47469913959503174,0.03644140437245369,0.9999767541885376,0.4978462755680084,0.48699265718460083,-0.03656593710184097,0.999986469745636,0.5471160411834717,0.5038975477218628,0.06030917167663574,0.47945719957351685,0.47627121210098267,0.5184800624847412,0.007472548633813858,0.8095338344573975,0.5200165510177612,0.5430182814598083,0.09213872253894806,0.7343417406082153,0.4548724293708801,0.5409456491470337,0.10661759227514267,0.8025599122047424,0.5122922658920288,0.5510226488113403,0.09414507448673248,0.7531595230102539,0.4520179331302643,0.5475783944129944,0.11630495637655258,0.72202068567276
Kickflip89,7,0.4912007451057434,0.4670293629169464,0.03673655912280083,0.9999749064445496,0.514782726764679,0.4822963774204254,-0.03691353276371956,0.9999855756759644,0.5197666883468628,0.49972185492515564,0.07550358772277832,0.5282684564590454,0.5444744229316711,0.5123251676559448,0.024350374937057495,0.8272354602813721,0.47798284888267517,0.5413543581962585,0.051853567361831665,0.7601833343505859,0.5181316137313843,0.5420573949813843,0.018107909709215164,0.8203074336051941,0.4707103669643402,0.5485926270484924,0.04894150421023369,0.777715802192688,0.5091016292572021,0.551486074924469,0.017394650727510452,0.7494070529937744
Kickflip89,8,0.49600687623023987,0.4672870934009552,0.028679808601737022,0.9999769926071167,0.5112966299057007,0.4771203398704529,-0.028918256983160973,0.9999868869781494,0.5463210344314575,0.5008130669593811,0.005665924400091171,0.5647201538085938,0.47556519508361816,0.4978124797344208,-0.06382926553487778,0.8440034985542297,0.5163798332214355,0.5432062149047852,-0.010855714790523052,0.7820477485656738,0.4557616114616394,0.542140781879425,-0.02202743850648403,0.8372572064399719,0.503624439239502,0.549424409866333,-0.01364646665751934,0.799717903137207,0.45634469389915466,0.5508248209953308,-0.01799663156270981,0.7741222977638245
Kickflip89,9,0.49727529287338257,0.46952253580093384,0.02478765696287155,0.9999786615371704,0.5057098865509033,0.47769561409950256,-0.02501126192510128,0.9999879598617554,0.5481511354446411,0.5023190975189209,-0.03530566766858101,0.591969907283783,0.4633769094944,0.49034008383750916,-0.11502216011285782,0.857487678527832,0.5206592082977295,0.5462808012962341,-0.04309677332639694,0.785116970539093,0.4525277018547058,0.542229950428009,-0.04821391403675079,0.8200026154518127,0.510169267654419,0.5548976063728333,-0.04519593343138695,0.8161435127258301,0.4551663398742676,0.5508034229278564,-0.041455067694187164,0.7801235914230347
Kickflip89,10,0.494952529668808,0.46851539611816406,0.020775943994522095,0.9999783039093018,0.5020349621772766,0.4792315363883972,-0.02102746069431305,0.9999881982803345,0.5448621511459351,0.5048310160636902,-0.026864994317293167,0.5778131484985352,0.46864086389541626,0.4917166829109192,-0.06882809102535248,0.8502331376075745,0.5187551379203796,0.5460442304611206,-0.019742663949728012,0.7396765947341919,0.4499737620353699,0.5414424538612366,-0.003418735694140196,0.7542389631271362,0.5077836513519287,0.5552146434783936,-0.019972333684563637,0.810063898563385,0.44981712102890015,0.5477296710014343,0.003150890115648508,0.7372447848320007
Kickflip89,11,0.4938083291053772,0.46665874123573303,0.022567421197891235,0.9999756217002869,0.49697980284690857,0.4794251322746277,-0.022789493203163147,0.9999874830245972,0.5445250868797302,0.5020474195480347,-0.02458740398287773,0.5392001271247864,0.463237464427948,0.4949430227279663,-0.06932289153337479,0.8337717056274414,0.5194907188415527,0.5473089218139648,-0.020039573311805725,0.679558515548706,0.44650983810424805,0.53966224193573,0.006291092839092016,0.6877015233039856,0.5081705451011658,0.5568440556526184,-0.02072065882384777,0.7783610820770264,0.44415631890296936,0.5453268885612488,0.01410620380192995,0.6846551299095154
Kickflip89,12,0.4932638704776764,0.4654514491558075,0.01958484761416912,0.9999765157699585,0.49299073219299316,0.4731207489967346,-0.01977764070034027,0.999987781047821,0.5438373684883118,0.5008389353752136,-0.09133478999137878,0.490828275680542,0.45718199014663696,0.5028198957443237,-0.03878938779234886,0.7588332295417786,0.5184313058853149,0.5496546030044556,-0.14182910323143005,0.6240831613540649,0.4479526877403259,0.53962641954422,0.06608333438634872,0.619525671005249,0.5050321817398071,0.5606754422187805,-0.1492484211921692,0.7541019320487976,0.44497543573379517,0.5448446273803711,0.07684214413166046,0.6213634610176086
